timestamp,response,emotion0,value0,emotion1,value1
2013-04-23 05:09:21.746373+00,fear,sadness,0.5490273290779440,surprise,0.6575118931243200
2013-04-23 05:09:49.137795+00,Anger,anger,0.6528819763800130,,
2013-04-23 05:09:58.43367+00,Nothing,anger,0.4896925432374700,,
2013-04-23 05:10:12.068854+00,Enthralled,fear,0.33465999285690500,,
2013-04-23 04:24:27.666612+00,Thoughtful,disgust,0.41630376355552700,,
2013-04-23 04:24:48.461862+00,Happy,joy,0.5869315552166900,,
2013-04-23 03:48:52.518876+00,happy,joy,0.7097290684469040,,
2013-04-23 04:25:05.269272+00,Upset surprise,fear,0.9553680102770540,,
2013-04-23 04:25:18.266594+00,Huh,fear,0.30125521199101500,anger,0.6696671290578850
2013-04-23 04:25:35.602942+00,Disappointed,disgust,0.49937890414333400,fear,0.7083428578940670
2013-04-23 04:26:54.248076+00,Shock,fear,0.8663123317528520,,
2013-04-23 04:27:56.953317+00,depressed,anger,0.4237095665419470,sadness,0.4778950474923480
2013-04-23 04:31:18.366383+00,sad,sadness,0.4463580095209180,,
2013-04-23 04:31:49.257969+00,anger,anger,0.5894385538296770,,
2013-04-23 04:32:00.558993+00,shock,surprise,0.7063460207544270,anger,0.9842106774915010
2013-04-23 04:32:10.525957+00,neutral,joy,0.7533893978456030,anger,0.7584765878971670
2013-04-23 04:32:19.29905+00,surprise,surprise,0.9750190139282500,fear,0.7874853389570490
2013-04-23 04:32:27.506982+00,displeased,disgust,0.9114525583107030,,
2013-04-23 04:32:51.557748+00,shocked,fear,0.5127393207047140,,
2013-04-23 04:33:26.098397+00,scared,joy,0.931084888568148,fear,0.8673753021517770
2013-04-23 04:33:45.607115+00,Angry,joy,0.601456373441033,disgust,0.8256687200628220
2013-04-23 04:34:12.182946+00,Afraid,disgust,0.8401303665013980,sadness,0.5416306467261170
2013-04-23 04:34:58.588981+00,More bad things!,fear,0.9414134230464700,,
2013-04-23 04:35:21.579861+00,longing,sadness,0.41406653455209100,joy,0.5211976826030180
2013-04-23 04:35:43.250073+00,Yup. Still sucks.,disgust,0.8573233238887040,joy,0.6424544407753270
2013-04-23 04:36:13.026103+00,Annoyed,anger,0.39002796763088600,,
2013-04-23 04:36:26.076091+00,shocked,disgust,0.7073775505952030,surprise,0.9050069794133680
2013-04-23 04:36:39.474702+00,angry,anger,0.49774264900049,anger,0.9442995567946740
2013-04-23 04:36:57.809285+00,Sad,anger,0.6751203863881530,sadness,0.6678409088868650
2013-04-23 04:37:13.656805+00,happy,joy,0.6489471044889530,,
2013-04-23 04:37:29.483336+00,shocked,surprise,0.8205409632722860,disgust,0.5898501248459470
2013-04-23 04:37:41.414678+00,challenging/angry,disgust,0.7332240721137170,,
2013-04-23 04:37:59.94268+00,disappointed,sadness,0.4659615111816590,,
2013-04-23 04:38:15.023194+00,Angry,anger,0.9706385093275460,,
2013-04-23 04:40:00.529129+00,confused,disgust,0.7615999587113040,,
2013-04-23 04:40:39.198408+00,Happy,joy,0.8729173484956850,anger,0.8813458181684840
2013-04-23 04:42:31.567241+00,shock,surprise,0.3894027597249540,,
2013-04-23 04:43:02.575414+00,happy,joy,0.6310242189207150,,
2013-04-23 04:44:36.655702+00,sad,sadness,0.6656352745390990,,
2013-04-23 04:45:09.548926+00,challenging,anger,0.8350310641573740,,
2013-04-23 04:45:44.190434+00,incredulous,disgust,0.4672783909831200,joy,0.4496724905911830
2013-04-23 04:46:58.808418+00,disappointed,disgust,0.45558379227295500,disgust,0.7386770926183090
2013-04-23 04:47:45.055612+00,surprise,surprise,0.6621260141953830,,
2013-04-23 04:49:39.699786+00,neutral,sadness,0.33132694950327300,,
2013-04-23 04:49:59.495337+00,shock,fear,0.9692572061670940,surprise,0.8006801031995570
2013-04-23 04:50:23.499411+00,awe,surprise,0.9760189170250670,fear,0.46780328708700800
2013-04-23 04:50:52.849552+00,Tired ,anger,0.7905641069635750,disgust,0.6853714704513550
2013-04-23 04:51:08.462039+00,content,anger,0.9069826649036260,joy,0.7505725333699960
2013-04-23 04:51:22.591714+00,interested,fear,0.4294658779166640,,
2013-04-23 04:51:53.553603+00,satisfied,joy,0.35996179732028400,,
2013-04-23 04:59:37.820674+00,concerned,joy,0.8180089814122770,sadness,0.42822540882043500
2013-04-23 04:59:56.860639+00,worried,anger,0.7270879836979660,,
2013-04-23 05:00:04.400655+00,Anger,anger,0.517172432783991,,
2013-04-23 05:00:22.229679+00,amazed,surprise,0.4468020426381280,joy,0.4919883590995250
2013-04-23 05:00:26.639746+00,angry,anger,0.7015850075986240,,
2013-04-23 05:00:48.949399+00,Happiness,joy,0.6903299411758780,,
2013-04-23 05:01:04.422603+00,sad,joy,0.5862680363934490,sadness,0.8421744171064350
2013-04-23 05:01:28.470293+00,suprisef,surprise,0.6229797306936230,sadness,0.9747488169232380
2013-04-23 05:01:43.761393+00,upset,sadness,0.8632831132039430,,
2013-04-23 05:02:18.101691+00,Concern,fear,0.32076768984552500,fear,0.4465726732043550
2013-04-23 05:02:37.968476+00,Sadness,sadness,0.8084789771409120,surprise,0.5232494788246570
2013-04-23 05:02:50.30983+00,Cunning ,joy,0.7291551023256030,,
2013-04-23 05:02:59.851709+00,Calm,joy,0.3867080772062760,joy,0.5102448781952260
2013-04-23 05:03:08.715189+00,Fear,fear,0.7918099363567310,sadness,0.9558008490363140
2013-04-23 05:03:16.319964+00,Concern,disgust,0.7000034414697440,joy,0.8542233308078720
2013-04-23 05:03:22.974642+00,disgust,disgust,0.8266419388586650,,
2013-04-23 05:03:34.399301+00,vague empty surprise,fear,0.620251679373905,,
2013-04-23 05:03:42.713034+00,Attentiveness,surprise,0.3136737675406040,,
2013-04-23 05:03:52.033051+00,surprise,surprise,0.8593890782445670,anger,0.8927157702157270
2013-04-23 05:03:59.90198+00,surprise,surprise,0.8140681874006990,,
2013-04-23 05:04:07.392817+00,Fearful,fear,0.6380534334341060,,
2013-04-23 05:04:13.266995+00,mellow,joy,0.83448041616939,,
2013-04-23 05:04:18.044301+00,sad,sadness,0.8797675729496400,,
2013-04-23 05:04:24.152251+00,anger,anger,0.5158923919545490,,
2013-04-23 05:04:28.189147+00,sad,sadness,0.8551264475332570,,
2013-04-23 05:04:39.852941+00,Anxiousness,fear,0.3801517267245800,,
2013-04-23 05:04:44.844445+00,\\\,sadness,0.40695294896140700,disgust,0.622345096245408
2013-04-23 05:04:54.678434+00,scared,fear,0.5447296637110410,sadness,0.5567020773421970
2013-04-23 05:05:05.415766+00,Sadness,sadness,0.44063597868662300,sadness,0.7500656667631120
2013-04-23 05:05:19.710695+00,Aggravation,anger,0.4233587836846710,,
2013-04-23 05:05:29.621556+00,Shock,fear,0.7276634245412420,surprise,0.758497480652295
2013-04-23 05:05:41.035252+00,Shock,surprise,0.942936479812488,fear,0.6678074558032680
2013-04-23 05:06:14.857672+00,dead deer again,fear,0.526057482114993,sadness,0.8739149251952770
2013-04-23 05:06:29.454689+00,shocked concern,fear,0.8616409411188220,,
2013-04-23 05:06:49.643791+00,a cute puppy died???,sadness,0.9926119758747520,,
2013-04-23 05:07:02.227649+00,happy,joy,0.789118618122302,,
2013-04-23 05:07:21.528479+00,schock,joy,0.7192107508191840,fear,0.9593696525553240
2013-04-23 05:07:36.800202+00,Disappointment,anger,0.5110568864969540,sadness,0.5503005118109290
2013-04-23 05:07:47.609935+00,Sadness,disgust,0.9337695486843590,sadness,0.7764271296793600
2013-04-23 05:08:36.493424+00,surprise,fear,0.9592316496418790,surprise,0.4342949421843510
2013-04-23 05:08:45.383046+00,surprise,sadness,0.6489479345269500,surprise,0.721660436829552
2013-04-23 05:08:53.795288+00,anger,disgust,0.5771294402424250,anger,0.547655497584492
2013-04-23 05:09:05.540085+00,relaxed happiness,joy,0.8293491551186890,,
2013-04-23 05:09:14.070166+00,content,joy,0.5228979509323830,,
2013-04-23 05:09:22.481621+00,concern,sadness,0.5623632869217550,,
2013-04-23 05:09:53.033049+00,Sad,disgust,0.7358905314467850,sadness,0.9275258248206230
2013-04-23 05:10:03.851018+00,Shock,disgust,0.791512669273652,fear,0.6091618173057210
2013-04-23 05:10:20.156195+00,sadness,sadness,0.8650775987887760,disgust,0.747269533528015
2013-04-23 05:10:22.814677+00,Blowjob,surprise,0.9342292186338450,,
2013-04-23 04:24:31.6408+00,Angry,anger,0.7954170089261190,,
